File Name,LineStrings
525.json,"[[[110.0, 177.0], [110.0, 128.0]]]"
1510.json,"[[[147.5, 154.0], [147.5, 73.0]]]"
2828.json,"[[[137.0, 178.0], [137.0, 116.0]]]"
1707.json,"[[[100.0, 170.0], [152.0, 170.0]], [[206.0, 141.0], [153.0, 141.0]], [[98.0, 72.0], [98.0, 129.0]]]"
4505.json,"[[[120.0, 135.0], [120.0, 191.0]]]"
732.json,"[[[136.0, 200.0], [136.0, 139.5]]]"
698.json,"[[[126.0, 125.0], [126.0, 61.0]]]"
1357.json,"[[[60.0, 122.0], [117.0, 122.0]], [[171.5, 196.0], [171.5, 119.5]], [[147.0, 119.5], [147.0, 61.0]]]"
2982.json,"[[[141.0, 159.0], [187.0, 159.0]], [[187.0, 106.0], [123.0, 106.0]]]"
4155.json,[]
3690.json,"[[[148.0, 93.0], [94.0, 93.0]], [[203.0, 142.0], [203.0, 93.0]], [[170.0, 47.0], [170.0, 93.0]]]"
362.json,"[[[60.0, 188.5], [110.0, 188.5]], [[175.0, 88.0], [113.0, 88.0]], [[110.0, 188.0], [110.0, 129.0]]]"
4856.json,"[[[125.0, 57.0], [71.0, 57.0]], [[138.0, 107.0], [186.0, 107.0]]]"
2081.json,[]
2594.json,"[[[110.0, 92.0], [60.0, 92.0]]]"
4913.json,"[[[123.0, 124.0], [123.0, 187.0]]]"
3385.json,"[[[142.0, 180.0], [142.0, 128.0]]]"
4440.json,"[[[158.5, 124.0], [158.5, 61.0]]]"
677.json,"[[[109.0, 131.5], [109.0, 205.0]]]"
1642.json,[]
4010.json,"[[[121.0, 115.0], [121.0, 176.0]]]"
227.json,[]
1212.json,"[[[66.0, 119.0], [116.5, 119.0]]]"
2717.json,"[[[159.0, 98.5], [108.0, 98.5]], [[128.0, 123.0], [128.0, 178.0]], [[180.0, 178.0], [180.0, 128.0]]]"
3805.json,[]
1838.json,[]
1992.json,"[[[79.0, 178.0], [133.0, 178.0]]]"
56.json,[]
2347.json,"[[[158.0, 144.0], [158.0, 98.0]], [[112.0, 159.0], [112.0, 222.0]]]"
4339.json,"[[[122.0, 198.0], [122.0, 148.5]]]"
3106.json,"[[[122.0, 160.0], [122.0, 210.0]]]"
4769.json,"[[[129.0, 193.0], [129.0, 135.5]]]"
1091.json,"[[[125.0, 136.5], [125.0, 202.0]]]"
3556.json,[]
4293.json,"[[[188.0, 92.5], [90.0, 92.5]], [[102.0, 138.0], [102.0, 188.0]]]"
4786.json,"[[[125.0, 132.5], [125.0, 190.0]]]"
3043.json,"[[[159.0, 147.0], [159.0, 62.0]], [[101.0, 62.0], [101.0, 120.0]]]"
1584.json,"[[[136.0, 210.0], [136.0, 139.5]]]"
3413.json,"[[[167.5, 188.0], [167.5, 121.0]]]"
2652.json,"[[[104.5, 130.0], [152.0, 130.0]], [[206.0, 148.0], [206.0, 101.0]], [[104.5, 85.0], [104.5, 130.0]], [[152.0, 148.0], [152.0, 197.0]]]"
3940.json,"[[[124.0, 114.0], [174.0, 114.0]]]"
948.json,"[[[120.0, 128.5], [120.0, 222.0]]]"
2202.json,"[[[130.5, 83.0], [130.5, 39.0]]]"
4801.json,"[[[126.0, 138.0], [126.0, 193.0]]]"
2486.json,"[[[149.0, 98.0], [149.0, 55.0]], [[120.0, 132.5], [120.0, 207.0]]]"
4102.json,"[[[72.0, 124.0], [72.0, 171.0]], [[135.0, 171.0], [135.0, 114.5]]]"
335.json,"[[[202.0, 119.0], [202.0, 70.0]], [[147.0, 70.0], [147.0, 116.0]]]"
1300.json,"[[[130.0, 191.0], [130.0, 129.5]]]"
3297.json,"[[[167.0, 159.0], [167.0, 116.0]], [[107.0, 79.0], [107.0, 124.0]]]"
4552.json,[]
765.json,"[[[147.0, 202.0], [147.0, 139.5]]]"
1750.json,"[[[102.0, 158.0], [102.0, 220.0]]]"
1245.json,"[[[70.0, 205.5], [140.0, 205.5]], [[140.0, 205.0], [140.0, 141.5]]]"
3278.json,"[[[131.0, 216.0], [131.0, 142.0]]]"
2890.json,"[[[104.0, 132.5], [174.0, 132.5]], [[104.0, 199.0], [104.0, 132.5]]]"
4047.json,"[[[137.0, 107.0], [137.0, 54.0]]]"
3782.json,"[[[191.0, 188.0], [191.0, 145.0]]]"
270.json,"[[[131.0, 201.0], [131.0, 149.5]]]"
1615.json,"[[[127.5, 84.0], [74.0, 84.0]]]"
3628.json,"[[[112.0, 149.5], [112.0, 201.0]], [[162.0, 156.0], [162.0, 111.0]]]"
4417.json,"[[[124.0, 180.5], [178.0, 180.5]], [[124.0, 112.0], [124.0, 180.5]]]"
620.json,"[[[154.0, 176.0], [215.0, 176.0]], [[215.0, 127.0], [172.0, 127.0]], [[120.0, 96.0], [42.0, 96.0]], [[60.0, 148.0], [129.0, 148.0]]]"
2469.json,"[[[173.0, 231.0], [173.0, 174.0]], [[173.0, 150.0], [173.0, 71.0]], [[126.0, 166.5], [126.0, 231.0]]]"
4944.json,"[[[88.5, 72.0], [88.5, 151.0]], [[146.0, 112.5], [146.0, 60.0]]]"
2193.json,"[[[77.0, 55.0], [77.0, 105.0]], [[77.0, 129.0], [77.0, 180.0]], [[128.0, 180.0], [128.0, 120.5]]]"
2039.json,"[[[118.0, 131.0], [184.0, 131.0]]]"
3501.json,"[[[107.0, 144.0], [107.0, 202.0]], [[159.0, 202.0], [159.0, 156.0]]]"
509.json,"[[[157.0, 191.0], [157.0, 145.0]], [[139.0, 62.0], [139.0, 110.0]]]"
4694.json,"[[[153.0, 60.0], [96.0, 60.0]], [[133.0, 175.0], [133.0, 111.0]]]"
3151.json,"[[[145.0, 131.5], [145.0, 189.0]]]"
159.json,"[[[132.0, 177.0], [132.0, 116.0]]]"
1496.json,"[[[71.0, 203.5], [129.0, 203.5]], [[71.0, 67.0], [71.0, 123.0]], [[71.0, 147.0], [71.0, 203.5]], [[129.0, 203.0], [129.0, 139.0]]]"
2310.json,"[[[126.0, 176.0], [126.0, 121.0]]]"
2740.json,"[[[114.0, 121.5], [114.0, 200.0]]]"
3852.json,"[[[121.0, 155.5], [121.0, 224.0]]]"
1880.json,"[[[109.0, 89.0], [61.0, 89.0]], [[150.0, 134.0], [196.0, 134.0]]]"
2255.json,"[[[76.0, 139.0], [76.0, 191.0]], [[129.0, 191.0], [129.0, 139.0]]]"
2605.json,"[[[76.0, 143.5], [154.0, 143.5]]]"
3917.json,"[[[179.0, 107.0], [179.0, 60.0]], [[127.0, 143.0], [127.0, 194.0]]]"
1183.json,"[[[126.0, 170.5], [176.0, 170.5]], [[126.0, 116.0], [126.0, 170.5]]]"
3444.json,"[[[161.5, 114.0], [115.0, 114.0]], [[114.0, 153.0], [114.0, 200.0]], [[193.0, 155.0], [193.0, 111.0]]]"
1479.json,"[[[126.0, 108.0], [83.0, 108.0]]]"
4381.json,"[[[109.0, 163.0], [154.0, 163.0]], [[201.0, 163.0], [201.0, 110.0]]]"
3014.json,"[[[127.0, 142.5], [127.0, 192.0]], [[186.0, 192.0], [186.0, 129.0]]]"
1029.json,[]
1746.json,"[[[137.0, 150.0], [193.0, 150.0]], [[193.0, 89.0], [133.0, 89.0]]]"
2869.json,"[[[176.5, 71.5], [100.0, 71.5]], [[126.0, 131.0], [126.0, 191.0]], [[181.0, 146.0], [181.0, 102.0]]]"
289.json,"[[[74.0, 69.0], [74.0, 125.0]], [[74.0, 149.0], [74.0, 206.5]]]"
773.json,[]
3281.json,"[[[127.0, 155.5], [127.0, 211.0]]]"
4544.json,"[[[167.0, 107.0], [116.0, 107.0]], [[162.0, 218.0], [162.0, 133.0]], [[77.0, 73.0], [77.0, 131.0]]]"
1316.json,"[[[127.0, 133.5], [127.0, 193.0]]]"
323.json,[]
4114.json,"[[[162.0, 107.0], [162.0, 56.0]], [[126.0, 140.5], [126.0, 205.0]]]"
2490.json,"[[[143.0, 98.0], [143.0, 40.0]], [[88.0, 58.0], [88.0, 123.0]]]"
4817.json,"[[[203.0, 99.0], [131.0, 99.0]], [[148.0, 154.0], [203.0, 154.0]]]"
2185.json,"[[[189.0, 215.0], [189.0, 172.0]]]"
4952.json,[]
636.json,"[[[111.5, 130.0], [196.0, 130.0]]]"
4401.json,"[[[154.0, 58.0], [100.0, 58.0]], [[132.0, 120.0], [180.0, 120.0]]]"
1603.json,"[[[150.5, 93.5], [105.0, 93.5]], [[181.0, 128.0], [181.0, 68.0]], [[126.0, 126.5], [126.0, 188.0]]]"
266.json,"[[[127.0, 46.0], [127.0, 117.5]]]"
4051.json,"[[[122.5, 122.5], [122.5, 175.0]]]"
3794.json,[]
2886.json,"[[[98.0, 83.0], [98.0, 132.0]], [[129.0, 196.0], [129.0, 129.5]], [[134.0, 95.5], [134.0, 38.0]]]"
1253.json,[]
1879.json,"[[[143.0, 58.0], [94.0, 58.0]]]"
3844.json,"[[[189.0, 138.0], [137.0, 138.0]]]"
2756.json,[]
2306.json,"[[[80.0, 86.0], [80.0, 152.0]], [[80.0, 176.0], [80.0, 221.0]], [[132.5, 221.0], [132.5, 177.0]]]"
17.json,"[[[162.0, 109.0], [105.0, 109.0]], [[105.0, 174.0], [153.0, 174.0]]]"
4378.json,"[[[103.0, 45.0], [103.0, 92.0]]]"
1480.json,"[[[104.0, 125.0], [104.0, 204.0]]]"
4682.json,"[[[126.0, 179.0], [178.0, 179.0]], [[129.0, 125.0], [72.0, 125.0]]]"
3147.json,"[[[111.0, 202.0], [111.0, 146.0]]]"
4728.json,"[[[122.0, 158.5], [122.0, 207.0]]]"
3517.json,"[[[151.0, 93.0], [107.0, 93.0]], [[125.0, 161.0], [172.0, 161.0]]]"
3002.json,"[[[126.0, 129.5], [126.0, 202.0]]]"
3452.json,[]
4397.json,[]
1195.json,"[[[188.0, 192.0], [188.0, 128.0]], [[188.0, 104.0], [188.0, 41.0]]]"
3901.json,"[[[142.0, 89.0], [78.0, 89.0]], [[179.0, 146.0], [179.0, 102.0]], [[179.0, 78.0], [179.0, 34.0]]]"
2613.json,"[[[170.0, 193.0], [170.0, 148.0]], [[77.0, 41.0], [77.0, 92.0]]]"
909.json,"[[[107.0, 74.0], [107.0, 125.0]], [[163.0, 179.0], [163.0, 126.0]]]"
2243.json,"[[[189.0, 94.0], [134.0, 94.0]], [[144.0, 154.0], [189.0, 154.0]]]"
1896.json,"[[[74.0, 64.0], [74.0, 122.0]], [[125.5, 114.0], [125.5, 64.0]]]"
2097.json,"[[[183.0, 161.0], [183.0, 116.0]], [[183.0, 92.0], [183.0, 47.0]]]"
4840.json,"[[[135.0, 179.0], [135.0, 118.0]]]"
374.json,"[[[129.0, 189.0], [129.0, 130.5]], [[93.0, 69.0], [93.0, 117.0]]]"
4143.json,"[[[88.0, 160.0], [88.0, 208.0]], [[164.0, 208.0], [164.0, 135.0]], [[164.0, 123.0], [164.0, 77.0]]]"
3686.json,"[[[133.0, 120.0], [133.0, 21.0]], [[75.0, 21.0], [75.0, 69.0]], [[75.0, 93.0], [75.0, 141.0]]]"
2994.json,"[[[137.0, 221.0], [137.0, 146.0]]]"
1341.json,"[[[118.0, 126.5], [118.0, 195.0]]]"
724.json,[]
4513.json,"[[[187.0, 60.0], [138.0, 60.0]], [[138.0, 130.0], [138.0, 207.0]], [[187.0, 207.0], [187.0, 145.0]], [[187.0, 121.0], [187.0, 60.0]]]"
1711.json,"[[[76.0, 76.0], [76.0, 127.0]], [[128.0, 186.0], [128.0, 139.0]]]"
3239.json,"[[[85.0, 147.0], [85.0, 194.0]], [[149.0, 194.0], [149.0, 144.5]]]"
1204.json,"[[[136.0, 133.0], [136.0, 218.0]]]"
231.json,[]
4006.json,"[[[169.0, 132.0], [169.0, 79.0]], [[124.0, 134.5], [124.0, 203.0]]]"
3669.json,"[[[87.0, 197.5], [141.0, 197.5]], [[141.0, 197.0], [141.0, 133.5]]]"
1654.json,[]
661.json,"[[[88.0, 134.5], [135.0, 134.5]]]"
3393.json,"[[[86.5, 112.5], [86.5, 169.0]], [[142.5, 169.0], [142.5, 94.5]]]"
4456.json,"[[[75.0, 124.0], [123.0, 124.0]]]"
2428.json,"[[[76.0, 42.0], [76.0, 102.0]], [[76.0, 126.0], [76.0, 186.0]]]"
4905.json,"[[[155.0, 155.0], [155.0, 104.0]]]"
2078.json,"[[[183.0, 194.0], [183.0, 148.0]], [[183.0, 124.0], [183.0, 79.0]]]"
2582.json,"[[[140.5, 100.5], [73.0, 100.5]], [[98.0, 146.0], [98.0, 190.0]]]"
3540.json,"[[[150.0, 104.0], [104.5, 104.0]], [[128.0, 130.5], [128.0, 192.0]], [[179.0, 136.0], [179.0, 82.0]]]"
4285.json,"[[[149.0, 119.0], [149.0, 184.0]]]"
1087.json,"[[[154.0, 205.0], [154.0, 139.0]], [[79.0, 78.0], [79.0, 124.0]], [[98.0, 124.0], [98.0, 185.0]]]"
548.json,"[[[142.0, 164.0], [186.0, 164.0]], [[186.0, 97.0], [121.0, 97.0]]]"
3110.json,[]
118.json,"[[[164.0, 208.0], [164.0, 114.0]], [[118.0, 49.0], [118.0, 98.0]], [[107.0, 121.0], [107.0, 208.0]]]"
2351.json,"[[[127.0, 140.5], [127.0, 223.0]]]"
40.json,"[[[149.5, 177.0], [149.5, 123.0]]]"
1984.json,"[[[149.0, 112.5], [99.5, 112.5]], [[130.0, 192.0], [130.0, 146.5]]]"
3813.json,"[[[131.0, 197.0], [131.0, 144.5]]]"
2701.json,[]
2214.json,"[[[102.0, 135.0], [102.0, 204.0]], [[164.0, 150.0], [164.0, 104.0]]]"
3956.json,"[[[155.0, 196.0], [155.0, 128.5]], [[100.0, 93.0], [100.0, 142.0]]]"
2644.json,"[[[130.0, 180.0], [177.0, 180.0]], [[99.0, 155.0], [99.0, 203.0]]]"
1438.json,"[[[160.0, 109.0], [160.0, 56.0]], [[116.0, 38.0], [116.0, 111.5]]]"
3405.json,"[[[106.0, 139.5], [106.0, 199.0]]]"
1592.json,"[[[131.0, 121.0], [131.0, 189.0]]]"
1068.json,"[[[129.0, 135.0], [174.0, 135.0]], [[129.0, 207.0], [129.0, 153.0]]]"
4790.json,"[[[89.0, 145.0], [141.0, 145.0]]]"
3055.json,"[[[53.0, 77.0], [53.0, 128.0]]]"
3022.json,"[[[100.0, 134.0], [100.0, 181.0]], [[155.0, 181.0], [155.0, 120.0]]]"
180.json,"[[[113.5, 89.0], [113.5, 134.0]], [[134.5, 134.0], [134.5, 178.0]], [[185.0, 178.0], [185.0, 134.0]]]"
3472.json,"[[[117.0, 25.0], [117.0, 71.0]]]"
3188.json,[]
3921.json,"[[[143.5, 202.0], [143.5, 138.0]], [[163.5, 138.0], [163.5, 88.0]]]"
2633.json,"[[[67.0, 186.0], [119.0, 186.0]], [[143.0, 186.0], [196.0, 186.0]], [[196.0, 127.0], [141.5, 127.0]], [[95.5, 107.0], [95.5, 160.0]]]"
929.json,"[[[106.0, 129.0], [106.0, 186.0]], [[144.0, 186.0], [144.0, 129.0]]]"
883.json,[]
2263.json,"[[[127.0, 229.0], [127.0, 158.0]]]"
2799.json,"[[[125.0, 196.0], [125.0, 126.0]], [[66.0, 91.0], [66.0, 142.0]]]"
3864.json,"[[[154.0, 120.0], [104.0, 120.0]], [[181.0, 163.0], [181.0, 120.0]], [[103.0, 157.5], [103.0, 206.0]]]"
1859.json,"[[[68.0, 128.0], [68.0, 171.0]], [[121.0, 117.0], [121.0, 62.0]]]"
2776.json,[]
2326.json,"[[[135.0, 198.0], [135.0, 140.5]], [[80.0, 149.0], [80.0, 198.0]]]"
37.json,"[[[121.5, 143.0], [121.5, 84.5]]]"
4358.json,"[[[126.0, 165.5], [126.0, 219.0]], [[181.0, 219.0], [181.0, 175.0]], [[181.0, 151.0], [181.0, 93.0]]]"
495.json,"[[[180.0, 98.0], [180.0, 45.0]], [[123.0, 139.0], [123.0, 193.0]]]"
3167.json,"[[[122.0, 129.5], [122.0, 189.0]]]"
4708.json,"[[[127.0, 125.5], [127.0, 194.0]]]"
3537.json,"[[[111.0, 179.0], [111.0, 133.0]]]"
4972.json,"[[[63.0, 101.0], [63.0, 149.0]]]"
616.json,[]
4421.json,"[[[94.0, 81.0], [94.0, 125.0]], [[128.0, 193.0], [128.0, 122.5]], [[133.0, 95.0], [133.0, 36.0]]]"
1623.json,[]
246.json,"[[[64.0, 186.5], [130.5, 186.5]], [[130.5, 186.0], [130.5, 133.5]]]"
4071.json,"[[[82.0, 165.5], [138.0, 165.5]], [[161.0, 60.0], [118.0, 60.0]], [[138.0, 165.0], [138.0, 121.0]]]"
1789.json,"[[[108.0, 163.0], [108.0, 115.0]]]"
1273.json,"[[[180.0, 104.5], [115.0, 104.5]], [[156.0, 200.0], [156.0, 154.0]], [[115.0, 104.5], [115.0, 55.0]]]"
1766.json,"[[[118.0, 170.0], [118.0, 113.0]]]"
2849.json,"[[[92.0, 188.0], [141.0, 188.0]], [[195.0, 134.0], [149.0, 134.0]]]"
753.json,"[[[150.0, 154.0], [150.0, 207.0]]]"
4564.json,"[[[136.5, 71.0], [90.0, 71.0]], [[72.0, 124.0], [72.0, 168.0]], [[136.5, 116.5], [136.5, 71.0]]]"
1336.json,[]
303.json,"[[[92.0, 148.0], [140.0, 148.0]], [[201.0, 207.0], [201.0, 152.0]], [[201.0, 128.0], [201.0, 74.0]]]"
4134.json,"[[[182.0, 145.0], [182.0, 89.0]], [[128.0, 123.0], [128.0, 186.0]]]"
4837.json,"[[[100.0, 71.0], [100.0, 118.0]], [[136.0, 180.0], [136.0, 120.5]]]"
2234.json,"[[[182.0, 133.0], [182.0, 74.0]]]"
3976.json,"[[[153.0, 60.0], [107.0, 60.0]]]"
2664.json,"[[[129.0, 124.5], [129.0, 183.0]], [[183.0, 183.0], [183.0, 125.0]], [[183.0, 101.0], [183.0, 43.0]]]"
1418.json,"[[[121.5, 82.0], [75.0, 82.0]], [[124.0, 162.0], [124.0, 106.0]]]"
587.json,"[[[162.0, 127.0], [100.0, 127.0]]]"
3075.json,"[[[122.0, 104.5], [64.0, 104.5]], [[64.0, 104.5], [64.0, 156.0]]]"
1048.json,"[[[209.0, 116.0], [134.0, 116.0]], [[133.0, 156.0], [209.0, 156.0]]]"
3560.json,"[[[90.0, 141.0], [134.0, 141.0]], [[158.0, 97.5], [158.0, 49.0]], [[97.0, 31.0], [97.0, 74.0]]]"
568.json,"[[[131.0, 154.5], [178.0, 154.5]]]"
3130.json,"[[[144.0, 139.0], [144.0, 184.0]], [[195.0, 184.0], [195.0, 137.0]]]"
138.json,[]
991.json,[]
2371.json,"[[[128.0, 151.0], [176.0, 151.0]], [[176.0, 89.0], [124.5, 89.0]]]"
60.json,"[[[101.0, 148.0], [144.0, 148.0]]]"
3999.json,"[[[182.0, 72.0], [132.0, 72.0]]]"
3833.json,"[[[132.0, 205.0], [132.0, 161.5]]]"
2721.json,"[[[170.0, 158.0], [170.0, 110.0]], [[170.0, 86.0], [170.0, 38.0]]]"
1224.json,"[[[183.0, 138.0], [183.0, 74.0]], [[130.0, 109.5], [130.0, 178.0]]]"
3219.json,"[[[111.0, 118.0], [111.0, 189.0]], [[165.0, 189.0], [165.0, 145.0]]]"
211.json,"[[[199.0, 168.0], [199.0, 113.0]], [[144.0, 70.0], [144.0, 116.0]]]"
4026.json,"[[[160.0, 75.0], [160.0, 22.0]]]"
1674.json,"[[[179.0, 148.0], [179.0, 100.0]], [[126.0, 134.0], [126.0, 190.0]]]"
3649.json,"[[[170.0, 91.0], [170.0, 39.0]]]"
641.json,"[[[135.0, 198.0], [135.0, 129.0]], [[143.0, 82.5], [143.0, 37.0]]]"
4476.json,"[[[101.0, 150.0], [101.0, 195.0]], [[166.0, 195.0], [166.0, 128.0]]]"
2408.json,"[[[179.0, 168.0], [179.0, 93.0]]]"
4925.json,"[[[150.0, 145.0], [199.0, 145.0]], [[199.0, 80.0], [129.5, 80.0]]]"
2058.json,"[[[137.0, 176.0], [137.0, 112.5]]]"
4860.json,[]
354.json,[]
4163.json,"[[[66.0, 78.0], [66.0, 124.0]], [[66.0, 148.0], [66.0, 195.0]], [[121.0, 195.0], [121.0, 143.0]]]"
1361.json,"[[[148.0, 80.0], [100.0, 80.0]], [[139.0, 188.0], [139.0, 133.0]]]"
4499.json,"[[[113.0, 117.5], [113.0, 177.0]], [[165.0, 153.0], [165.0, 104.0]]]"
704.json,"[[[149.5, 136.5], [149.5, 78.0]]]"
4533.json,"[[[130.0, 110.0], [176.0, 110.0]]]"
1731.json,"[[[188.0, 196.0], [188.0, 136.0]], [[133.0, 70.0], [133.0, 129.0]]]"
3063.json,[]
591.json,"[[[147.0, 45.5], [89.5, 45.5]], [[147.0, 95.0], [147.0, 45.5]], [[89.5, 45.5], [89.5, 120.0]]]"
3599.json,"[[[76.0, 47.0], [76.0, 108.0]], [[76.0, 132.0], [76.0, 194.0]], [[127.0, 194.0], [127.0, 144.0]]]"
3433.json,"[[[199.0, 144.0], [147.0, 144.0]], [[107.0, 198.0], [151.0, 198.0]]]"
2672.json,"[[[128.0, 143.5], [128.0, 218.0]]]"
3960.json,"[[[134.0, 214.0], [134.0, 128.5]]]"
968.json,"[[[117.0, 188.0], [172.0, 188.0]], [[134.0, 137.0], [90.0, 137.0]]]"
99.json,"[[[97.0, 75.0], [97.0, 122.0]], [[97.0, 134.0], [97.0, 187.0]], [[150.0, 187.0], [150.0, 129.5]]]"
2388.json,"[[[132.5, 174.0], [132.5, 119.5]]]"
2222.json,"[[[180.0, 100.0], [180.0, 50.0]]]"
2737.json,"[[[177.0, 123.0], [177.0, 78.0]], [[122.0, 21.0], [122.0, 85.0]]]"
1818.json,"[[[171.0, 167.0], [171.0, 103.5]], [[114.0, 130.0], [114.0, 193.0]]]"
3825.json,"[[[116.0, 134.5], [116.0, 186.0]]]"
76.json,"[[[132.0, 189.0], [183.0, 189.0]], [[183.0, 136.0], [137.0, 136.0]]]"
2367.json,"[[[122.0, 133.5], [122.0, 197.0]], [[179.0, 145.0], [179.0, 88.0]]]"
987.json,"[[[60.0, 44.0], [60.0, 109.0]], [[60.0, 133.0], [60.0, 198.0]], [[121.5, 198.0], [121.5, 143.0]]]"
4319.json,"[[[86.0, 135.5], [135.0, 135.5]], [[135.0, 115.0], [187.0, 115.0]], [[136.0, 51.0], [86.0, 51.0]]]"
3126.json,"[[[161.0, 101.0], [118.0, 101.0]], [[161.0, 175.0], [161.0, 128.0]], [[79.0, 81.0], [79.0, 151.0]]]"
4749.json,"[[[179.0, 40.5], [99.0, 40.5]], [[179.0, 151.0], [179.0, 107.0]]]"
3576.json,"[[[78.0, 53.0], [78.0, 111.0]], [[78.0, 135.0], [78.0, 193.0]], [[129.0, 193.0], [129.0, 130.0]]]"
4899.json,"[[[106.0, 117.0], [106.0, 163.0]]]"
4933.json,"[[[139.0, 206.0], [139.0, 163.0]], [[68.0, 157.0], [68.0, 206.0]]]"
4460.json,"[[[127.0, 142.5], [127.0, 200.0]]]"
1398.json,"[[[124.0, 136.0], [124.0, 200.0]]]"
657.json,"[[[156.5, 77.5], [97.5, 77.5]], [[156.5, 179.0], [156.5, 77.5]]]"
1662.json,"[[[125.0, 108.0], [125.0, 170.0]], [[177.0, 170.0], [177.0, 112.0]]]"
4030.json,"[[[128.0, 137.5], [128.0, 191.0]], [[182.0, 191.0], [182.0, 141.0]], [[182.0, 117.0], [182.0, 68.0]]]"
207.json,"[[[75.0, 192.5], [131.0, 192.5]], [[131.0, 192.0], [131.0, 148.0]]]"
1232.json,"[[[154.0, 109.0], [104.0, 109.0]], [[150.0, 204.0], [150.0, 144.5]]]"
2808.json,[]
1727.json,"[[[103.0, 133.0], [103.0, 203.0]], [[154.0, 203.0], [154.0, 158.0]]]"
4525.json,"[[[146.0, 196.0], [146.0, 143.0]]]"
712.json,"[[[128.5, 138.0], [128.5, 189.0]]]"
1377.json,"[[[151.5, 87.0], [98.0, 87.0]], [[98.0, 143.0], [150.0, 143.0]]]"
4175.json,[]
342.json,"[[[141.0, 135.5], [141.0, 181.0]]]"
4876.json,"[[[126.0, 136.5], [126.0, 220.0]]]"
2275.json,"[[[77.0, 157.0], [127.5, 157.0]], [[130.0, 85.0], [77.0, 85.0]]]"
895.json,"[[[194.0, 128.0], [132.5, 128.0]], [[93.0, 163.0], [144.0, 163.0]]]"
2625.json,"[[[100.0, 109.0], [100.0, 169.0]], [[157.0, 169.0], [157.0, 101.0]]]"
3937.json,"[[[162.0, 131.0], [162.0, 87.0]], [[131.0, 126.5], [131.0, 198.0]]]"
1459.json,"[[[98.0, 63.0], [54.0, 63.0]], [[54.0, 63.0], [54.0, 108.0]], [[54.0, 132.0], [54.0, 177.0]], [[107.5, 177.0], [107.5, 126.5]]]"
3464.json,"[[[61.0, 130.0], [106.0, 130.0]]]"
196.json,"[[[175.0, 78.0], [100.0, 78.0]]]"
1009.json,[]
3034.json,"[[[124.0, 89.0], [124.0, 145.0]]]"
3521.json,[]
529.json,"[[[86.0, 184.0], [131.0, 184.0]], [[147.0, 128.5], [147.0, 73.0]]]"
3171.json,"[[[145.0, 177.0], [145.0, 127.0]], [[87.0, 98.0], [87.0, 146.0]]]"
483.json,"[[[150.0, 146.0], [150.0, 190.0]]]"
179.json,"[[[149.0, 118.0], [101.0, 118.0]], [[83.5, 118.0], [83.5, 161.0]]]"
21.json,[]
2330.json,"[[[150.0, 60.0], [105.0, 60.0]]]"
2760.json,"[[[142.0, 118.0], [95.0, 118.0]]]"
3872.json,"[[[187.0, 196.0], [187.0, 141.0]], [[187.0, 117.0], [187.0, 62.0]]]"
3258.json,"[[[101.0, 151.0], [101.0, 196.0]], [[150.0, 196.0], [150.0, 134.5]], [[145.0, 100.5], [145.0, 51.0]], [[113.0, 90.0], [113.0, 133.0]]]"
1265.json,"[[[80.0, 140.0], [139.0, 140.0]], [[195.0, 178.0], [195.0, 127.0]], [[144.0, 67.0], [144.0, 117.0]]]"
4067.json,"[[[95.0, 86.0], [95.0, 157.0]], [[157.0, 210.0], [157.0, 151.0]], [[152.0, 108.0], [152.0, 64.0]]]"
250.json,"[[[150.5, 188.5], [150.5, 87.0]]]"
3608.json,"[[[168.5, 185.0], [168.5, 80.0]]]"
1635.json,"[[[139.0, 188.5], [193.0, 188.5]], [[139.0, 130.0], [139.0, 188.5]], [[193.0, 188.0], [193.0, 131.0]]]"
4437.json,"[[[180.0, 81.5], [120.0, 81.5]], [[125.5, 142.0], [125.5, 208.0]], [[180.0, 208.0], [180.0, 165.0]], [[180.0, 141.0], [180.0, 81.5]]]"
600.json,[]
2449.json,"[[[175.0, 170.0], [175.0, 127.0]]]"
4964.json,"[[[125.5, 148.0], [125.5, 191.0]], [[180.0, 191.0], [180.0, 142.0]], [[180.0, 118.0], [180.0, 70.0]]]"
2019.json,"[[[152.0, 20.0], [106.0, 20.0]]]"
4821.json,"[[[192.0, 195.0], [192.0, 151.0]], [[192.0, 127.0], [192.0, 83.0]]]"
4122.json,"[[[147.0, 109.0], [97.0, 109.0]], [[184.0, 153.0], [184.0, 109.0]]]"
315.json,"[[[135.0, 169.0], [135.0, 113.0]]]"
1320.json,"[[[150.0, 60.0], [97.0, 60.0]], [[135.0, 98.0], [135.0, 172.0]], [[197.0, 146.0], [197.0, 78.0]]]"
4572.json,"[[[127.0, 178.0], [127.0, 119.0]]]"
745.json,"[[[187.0, 81.0], [141.0, 81.0]], [[142.0, 127.0], [187.0, 127.0]]]"
1770.json,"[[[126.0, 171.0], [126.0, 228.0]], [[138.0, 93.5], [138.0, 137.0]]]"
4088.json,[]
1567.json,"[[[75.0, 74.0], [75.0, 119.0]], [[75.0, 143.0], [75.0, 188.0]]]"
4765.json,"[[[148.0, 79.0], [90.0, 79.0]]]"
552.json,"[[[99.0, 123.5], [99.0, 180.0]]]"
1137.json,"[[[130.0, 182.0], [130.0, 128.5]], [[151.5, 128.5], [151.5, 48.0]]]"
