File Name,LineStrings
3458.json,[]
450.json,"[[[178.0, 47.5], [121.0, 47.5]], [[121.0, 65.0], [121.0, 127.0]]]"
4667.json,"[[[138.0, 78.0], [86.0, 78.0]]]"
1035.json,"[[[66.0, 89.0], [66.0, 133.0]]]"
3008.json,[]
4237.json,"[[[106.0, 139.0], [106.0, 193.0]], [[178.0, 193.0], [178.0, 142.0]]]"
2249.json,"[[[67.0, 134.0], [67.0, 180.0]], [[120.5, 180.0], [120.5, 130.0]]]"
1936.json,"[[[145.0, 146.0], [145.0, 93.5]], [[122.5, 93.5], [122.5, 146.0]]]"
2619.json,"[[[103.0, 123.0], [103.0, 204.0]]]"
903.json,"[[[88.0, 203.5], [143.0, 203.5]], [[143.0, 203.0], [143.0, 148.5]]]"
3321.json,"[[[80.0, 69.0], [80.0, 130.0]]]"
329.json,[]
283.json,"[[[125.0, 106.5], [125.0, 55.0]]]"
3771.json,"[[[121.0, 190.0], [121.0, 138.0]]]"
2863.json,"[[[119.0, 48.0], [119.0, 101.0]]]"
779.json,"[[[195.5, 194.0], [195.5, 146.0]]]"
2530.json,[]
2160.json,"[[[144.0, 176.0], [144.0, 133.0]], [[87.0, 118.0], [87.0, 176.0]]]"
4958.json,"[[[130.0, 117.5], [130.0, 59.0]]]"
2475.json,"[[[98.5, 110.0], [98.5, 185.0]]]"
2025.json,[]
796.json,"[[[178.0, 198.0], [178.0, 140.0]]]"
3264.json,"[[[51.0, 184.5], [113.0, 184.5]], [[113.0, 130.0], [159.0, 130.0]]]"
1259.json,[]
3634.json,"[[[112.0, 95.0], [112.0, 145.0]]]"
1609.json,"[[[149.0, 100.0], [94.0, 100.0]], [[151.0, 201.0], [151.0, 131.5]]]"
2926.json,"[[[123.0, 200.5], [179.0, 200.5]], [[123.0, 137.0], [123.0, 200.5]]]"
1127.json,"[[[127.0, 121.0], [127.0, 179.0]]]"
112.json,"[[[196.0, 116.0], [196.0, 69.0]]]"
4325.json,"[[[146.0, 101.0], [99.0, 101.0]], [[146.0, 125.0], [146.0, 179.0]], [[199.0, 179.0], [199.0, 132.0]], [[199.0, 108.0], [199.0, 61.0]]]"
1577.json,"[[[117.0, 157.0], [175.0, 157.0]]]"
542.json,"[[[81.0, 61.0], [81.0, 106.0]]]"
4775.json,[]
1824.json,"[[[147.5, 178.0], [147.5, 128.5]]]"
3819.json,"[[[149.0, 191.0], [149.0, 145.0]]]"
811.json,"[[[153.0, 134.0], [153.0, 87.0]]]"
954.json,"[[[135.0, 66.0], [135.0, 125.0]], [[128.0, 161.5], [128.0, 207.0]]]"
1961.json,"[[[203.0, 198.0], [203.0, 153.0]], [[203.0, 129.0], [203.0, 84.0]], [[144.0, 84.0], [144.0, 137.5]]]"
4260.json,"[[[103.0, 52.0], [103.0, 100.5]], [[162.0, 71.0], [162.0, 19.0]]]"
1598.json,"[[[106.0, 115.0], [106.0, 67.0]]]"
1062.json,"[[[84.0, 49.0], [84.0, 92.0]], [[84.0, 116.0], [84.0, 160.0]]]"
407.json,"[[[119.0, 235.0], [166.0, 235.0]]]"
4630.json,"[[[155.0, 101.0], [155.0, 50.0]]]"
1432.json,[]
2137.json,"[[[217.0, 87.5], [153.0, 87.5]], [[104.0, 157.0], [153.0, 157.0]], [[153.0, 184.0], [217.0, 184.0]], [[153.0, 87.5], [153.0, 133.0]]]"
2567.json,"[[[113.0, 105.0], [48.0, 105.0]], [[87.0, 162.0], [162.0, 162.0]]]"
4519.json,"[[[178.0, 106.0], [132.0, 106.0]]]"
3726.json,"[[[139.0, 75.0], [96.0, 75.0]], [[79.0, 139.0], [79.0, 195.0]]]"
2834.json,[]
4149.json,"[[[139.0, 201.0], [139.0, 141.5]], [[96.0, 63.0], [96.0, 107.0]]]"
684.json,"[[[140.0, 108.0], [91.0, 108.0]]]"
3376.json,[]
391.json,"[[[121.0, 173.0], [165.0, 173.0]], [[203.5, 118.0], [145.0, 118.0]], [[203.5, 173.0], [203.5, 118.0]], [[92.5, 97.0], [92.5, 153.0]]]"
3663.json,[]
2971.json,"[[[93.0, 144.0], [93.0, 191.0]], [[160.0, 191.0], [160.0, 131.5]]]"
3399.json,"[[[85.0, 70.0], [85.0, 124.0]]]"
3233.json,"[[[82.0, 140.5], [146.0, 140.5]]]"
2072.json,"[[[155.0, 59.0], [108.0, 59.0]]]"
2588.json,"[[[111.0, 108.0], [111.0, 172.0]], [[172.0, 172.0], [172.0, 110.5]]]"
2422.json,"[[[120.0, 146.5], [120.0, 208.0]]]"
4978.json,"[[[114.0, 58.5], [62.0, 58.5]]]"
2455.json,"[[[186.0, 84.5], [142.5, 84.5]], [[84.5, 132.0], [84.5, 196.0]]]"
2005.json,"[[[85.0, 169.0], [133.0, 169.0]], [[62.0, 137.0], [62.0, 198.0]]]"
1783.json,[]
1279.json,"[[[174.0, 117.0], [174.0, 69.0]], [[147.0, 136.0], [147.0, 201.0]]]"
4581.json,"[[[128.0, 200.5], [185.0, 200.5]], [[128.0, 134.5], [128.0, 200.5]], [[185.0, 200.0], [185.0, 131.0]], [[185.0, 107.0], [185.0, 38.0]]]"
3244.json,"[[[113.0, 131.0], [113.0, 183.0]]]"
1629.json,"[[[123.0, 128.5], [123.0, 193.0]], [[174.0, 193.0], [174.0, 141.0]], [[174.0, 117.0], [174.0, 66.0]]]"
3614.json,"[[[138.0, 106.5], [74.0, 106.5]], [[180.0, 104.0], [180.0, 51.0]], [[100.5, 134.0], [100.5, 183.0]], [[164.0, 183.0], [164.0, 135.0]]]"
2906.json,"[[[138.5, 190.0], [138.5, 143.5]]]"
3301.json,[]
309.json,"[[[164.0, 121.0], [108.0, 121.0]], [[45.0, 105.0], [45.0, 156.0]], [[108.0, 121.0], [108.0, 78.0]]]"
3751.json,"[[[100.0, 69.0], [100.0, 115.0]], [[132.0, 225.0], [132.0, 144.5]]]"
4094.json,[]
2843.json,"[[[132.0, 170.0], [132.0, 106.5]]]"
1296.json,"[[[98.0, 30.0], [98.0, 85.5]]]"
759.json,"[[[158.0, 145.5], [158.0, 83.0]], [[101.0, 101.0], [101.0, 151.0]]]"
2510.json,"[[[141.0, 210.0], [141.0, 144.5]], [[107.0, 64.0], [107.0, 110.0]]]"
2140.json,"[[[104.0, 129.0], [104.0, 178.0]]]"
4997.json,"[[[138.0, 69.0], [84.0, 69.0]], [[162.0, 168.0], [162.0, 117.0]]]"
3478.json,"[[[131.0, 195.5], [183.0, 195.5]], [[131.0, 130.0], [131.0, 195.5]]]"
1445.json,"[[[178.0, 188.0], [178.0, 144.0]], [[178.0, 120.0], [178.0, 77.0]]]"
470.json,[]
3182.json,"[[[204.0, 86.0], [161.0, 86.0]], [[111.0, 101.0], [111.0, 181.0]], [[173.0, 181.0], [173.0, 112.0]]]"
4647.json,"[[[66.0, 198.0], [118.0, 198.0]], [[180.0, 138.0], [130.0, 138.0]], [[180.5, 198.0], [180.5, 138.0]]]"
3028.json,"[[[189.0, 98.0], [122.0, 98.0]], [[90.0, 39.0], [90.0, 93.0]]]"
1015.json,"[[[77.0, 124.0], [77.0, 187.0]], [[128.0, 187.0], [128.0, 133.0]]]"
4217.json,"[[[122.0, 142.0], [122.0, 189.0]]]"
2269.json,"[[[90.0, 59.0], [90.0, 103.0]]]"
889.json,"[[[131.0, 154.5], [178.0, 154.5]]]"
3881.json,"[[[168.0, 120.0], [168.0, 45.0]]]"
2793.json,"[[[143.0, 198.0], [143.0, 135.0]]]"
1916.json,"[[[153.0, 45.0], [104.0, 45.0]], [[153.0, 146.0], [153.0, 92.0]]]"
2639.json,"[[[107.0, 133.5], [107.0, 179.0]]]"
923.json,"[[[86.0, 123.0], [131.0, 123.0]], [[153.0, 100.0], [107.0, 100.0]], [[131.0, 141.0], [131.0, 200.0]]]"
866.json,"[[[80.0, 181.0], [146.5, 181.0]], [[109.0, 124.0], [47.0, 124.0]], [[146.5, 181.0], [146.5, 131.0]]]"
2286.json,"[[[88.0, 38.0], [88.0, 109.0]], [[149.0, 101.5], [149.0, 38.0]]]"
1853.json,"[[[196.0, 141.0], [148.0, 141.0]], [[152.0, 200.0], [196.0, 200.0]]]"
535.json,[]
4702.json,"[[[163.0, 200.0], [163.0, 147.0]], [[106.0, 126.5], [106.0, 200.0]]]"
1500.json,"[[[113.0, 148.5], [176.0, 148.5]], [[113.0, 103.0], [113.0, 148.5]], [[176.0, 94.0], [176.0, 51.0]]]"
165.json,"[[[89.0, 162.0], [140.0, 162.0]]]"
4352.json,"[[[84.0, 185.5], [140.0, 185.5]], [[140.0, 185.0], [140.0, 125.5]]]"
3497.json,"[[[144.0, 136.0], [79.0, 136.0]]]"
1150.json,"[[[125.0, 126.5], [125.0, 197.0]]]"
3643.json,"[[[99.0, 76.0], [99.0, 136.0]]]"
4186.json,"[[[200.0, 128.0], [200.0, 72.0]]]"
2951.json,"[[[127.0, 162.5], [181.0, 162.5]], [[127.0, 119.0], [127.0, 162.5]], [[181.0, 162.0], [181.0, 100.0]]]"
1384.json,"[[[122.0, 143.5], [122.0, 205.0]]]"
3213.json,"[[[176.0, 77.0], [120.0, 77.0]]]"
2052.json,"[[[109.0, 64.0], [109.0, 108.0]]]"
4885.json,"[[[110.0, 141.0], [110.0, 195.0]]]"
2402.json,"[[[135.0, 215.0], [135.0, 143.5]]]"
2117.json,"[[[148.0, 124.0], [148.0, 178.0]]]"
2547.json,"[[[171.0, 200.0], [171.0, 138.0]]]"
4539.json,"[[[186.0, 98.5], [95.0, 98.5]], [[113.0, 188.5], [164.0, 188.5]], [[113.0, 132.5], [113.0, 188.5]]]"
3706.json,"[[[169.0, 188.0], [169.0, 118.0]], [[101.0, 47.0], [101.0, 98.5]]]"
2814.json,"[[[120.0, 77.0], [63.0, 77.0]], [[121.0, 179.0], [121.0, 125.0]], [[145.5, 125.0], [145.5, 54.0]]]"
4169.json,"[[[184.0, 95.0], [129.5, 95.0]], [[139.0, 155.0], [184.0, 155.0]]]"
1691.json,"[[[115.0, 120.0], [115.0, 174.0]], [[171.0, 174.0], [171.0, 113.5]]]"
4493.json,"[[[171.0, 87.0], [171.0, 42.0]]]"
3356.json,"[[[70.0, 140.0], [70.0, 196.0]]]"
974.json,[]
1.json,"[[[62.0, 135.0], [109.0, 135.0]]]"
2394.json,"[[[134.0, 213.0], [134.0, 140.5]], [[142.0, 99.5], [142.0, 44.0]]]"
85.json,"[[[97.5, 135.0], [143.0, 135.0]], [[143.0, 153.0], [143.0, 196.0]]]"
1941.json,"[[[125.0, 92.0], [61.0, 92.0]], [[61.0, 156.0], [144.5, 156.0]], [[169.5, 176.0], [169.5, 126.0]]]"
4240.json,"[[[89.0, 44.0], [89.0, 108.0]], [[151.0, 100.5], [151.0, 44.0]]]"
3585.json,"[[[145.0, 172.0], [145.0, 103.0]], [[89.0, 103.0], [89.0, 164.0]]]"
1042.json,"[[[80.0, 109.0], [128.5, 109.0]]]"
427.json,"[[[122.0, 115.5], [122.0, 170.0]]]"
4610.json,"[[[122.0, 84.0], [74.0, 84.0]], [[74.0, 138.0], [139.0, 138.0]]]"
1412.json,"[[[153.0, 86.0], [153.0, 152.0]]]"
1107.json,"[[[110.0, 208.0], [110.0, 131.0]]]"
132.json,"[[[108.0, 207.0], [108.0, 134.0]]]"
4305.json,"[[[80.0, 121.0], [125.0, 121.0]], [[173.0, 57.0], [110.0, 57.0]]]"
1557.json,[]
562.json,[]
3090.json,"[[[160.0, 65.0], [115.0, 65.0]], [[144.0, 143.0], [144.0, 192.0]]]"
4755.json,"[[[147.0, 106.5], [81.0, 106.5]], [[185.0, 134.0], [185.0, 88.0]]]"
3839.json,[]
1804.json,"[[[77.0, 39.0], [77.0, 87.0]]]"
831.json,"[[[202.0, 99.0], [143.0, 99.0]], [[91.0, 100.0], [39.0, 100.0]], [[92.0, 125.0], [92.0, 169.0]], [[153.0, 169.0], [153.0, 122.0]]]"
3993.json,"[[[122.5, 129.5], [122.5, 189.0]]]"
2681.json,"[[[174.0, 62.0], [124.0, 62.0]]]"
4939.json,"[[[94.0, 141.5], [94.0, 188.0]], [[153.0, 188.0], [153.0, 118.0]]]"
2414.json,"[[[163.0, 48.0], [107.0, 48.0]]]"
4893.json,"[[[167.0, 189.0], [167.0, 142.0]]]"
2044.json,"[[[157.0, 136.0], [157.0, 90.0]]]"
3205.json,"[[[173.0, 109.0], [173.0, 64.0]], [[131.0, 123.0], [131.0, 203.0]]]"
1238.json,"[[[203.0, 181.0], [203.0, 131.0]], [[203.0, 107.0], [203.0, 57.0]], [[142.0, 57.0], [142.0, 124.5]]]"
1392.json,"[[[116.0, 118.0], [116.0, 185.0]]]"
2947.json,"[[[133.0, 203.0], [133.0, 150.0]]]"
3655.json,"[[[119.0, 51.0], [119.0, 96.0]]]"
1668.json,"[[[107.0, 115.0], [107.0, 67.0]]]"
4190.json,[]
4485.json,"[[[181.0, 110.0], [131.0, 110.0]], [[89.0, 68.0], [89.0, 155.0]], [[155.0, 201.0], [155.0, 157.0]]]"
3340.json,"[[[133.0, 95.5], [85.0, 95.5]], [[103.0, 124.0], [150.0, 124.0]]]"
348.json,"[[[145.0, 121.0], [195.0, 121.0]]]"
1687.json,[]
2802.json,"[[[100.0, 131.0], [151.5, 131.0]]]"
3710.json,"[[[136.0, 88.0], [67.0, 88.0]], [[94.5, 147.0], [141.0, 147.0]], [[136.0, 43.0], [136.0, 88.0]], [[172.0, 115.0], [172.0, 72.0]]]"
718.json,"[[[77.0, 75.0], [77.0, 121.0]], [[77.0, 145.0], [77.0, 192.0]]]"
2551.json,[]
2101.json,[]
1404.json,"[[[96.0, 85.0], [96.0, 136.0]], [[132.0, 199.0], [132.0, 133.5]], [[135.0, 87.5], [135.0, 33.0]]]"
3439.json,"[[[153.0, 104.0], [99.0, 104.0]], [[138.0, 197.0], [138.0, 150.0]]]"
4606.json,"[[[129.0, 109.0], [84.5, 109.0]]]"
431.json,"[[[96.0, 139.0], [154.0, 139.0]], [[148.0, 111.0], [148.0, 61.0]], [[90.0, 61.0], [90.0, 106.0]]]"
1054.json,"[[[127.0, 116.0], [201.0, 116.0]], [[151.0, 68.0], [108.0, 68.0]], [[108.0, 104.0], [60.0, 104.0]]]"
3069.json,"[[[55.0, 75.0], [55.0, 125.0]], [[55.0, 149.0], [55.0, 199.0]], [[109.0, 139.0], [109.0, 75.0]]]"
4256.json,"[[[154.0, 101.5], [154.0, 40.0]], [[82.0, 40.0], [82.0, 109.0]]]"
3593.json,[]
2228.json,"[[[202.0, 138.0], [202.0, 91.0]]]"
2678.json,[]
1957.json,"[[[203.0, 200.0], [203.0, 137.0]], [[203.0, 113.0], [203.0, 51.0]]]"
93.json,"[[[120.0, 205.0], [120.0, 141.0]], [[83.0, 98.0], [83.0, 141.0]]]"
2382.json,"[[[82.0, 83.0], [82.0, 130.0]], [[133.0, 219.0], [133.0, 130.0]], [[142.0, 95.5], [142.0, 41.0]]]"
962.json,"[[[206.0, 105.5], [101.0, 105.5]], [[101.0, 145.0], [101.0, 211.0]]]"
2697.json,[]
3985.json,"[[[77.0, 192.5], [128.0, 192.5]], [[77.0, 96.0], [77.0, 144.0]], [[128.0, 192.0], [128.0, 122.5]]]"
827.json,"[[[153.0, 113.5], [153.0, 60.0]], [[87.0, 60.0], [87.0, 120.0]]]"
1812.json,"[[[190.5, 106.0], [147.0, 106.0]]]"
3086.json,"[[[143.0, 173.0], [143.0, 129.0]]]"
4743.json,"[[[120.0, 120.0], [120.0, 177.0]], [[178.0, 136.0], [178.0, 77.0]]]"
574.json,"[[[140.0, 199.0], [218.0, 199.0]], [[196.0, 141.0], [139.0, 141.0]]]"
1541.json,"[[[142.0, 192.0], [142.0, 132.5]]]"
4313.json,"[[[99.0, 121.0], [148.0, 121.0]], [[145.0, 48.0], [145.0, 97.0]]]"
124.json,"[[[70.0, 184.0], [142.0, 184.0]], [[197.0, 123.5], [70.0, 123.5]]]"
1111.json,"[[[128.0, 194.0], [128.0, 142.0]]]"
2910.json,"[[[101.0, 97.5], [101.0, 169.0]], [[160.0, 169.0], [160.0, 101.0]]]"
3602.json,[]
4597.json,[]
3252.json,[]
1795.json,"[[[163.0, 83.0], [117.0, 83.0]], [[122.0, 134.0], [122.0, 183.0]], [[184.0, 183.0], [184.0, 125.0]]]"
2013.json,"[[[163.0, 103.0], [117.0, 103.0]], [[111.0, 183.0], [111.0, 129.0]]]"
2443.json,"[[[132.0, 148.5], [132.0, 193.0]]]"
4981.json,"[[[146.5, 126.0], [146.5, 181.0]]]"
2156.json,"[[[178.0, 204.0], [226.0, 204.0]], [[226.0, 204.0], [226.0, 140.0]], [[226.0, 116.0], [226.0, 53.0]], [[163.0, 71.0], [163.0, 144.0]]]"
2506.json,"[[[142.0, 210.0], [142.0, 131.0]]]"
4578.json,"[[[120.0, 68.0], [64.0, 68.0]], [[82.0, 136.0], [127.0, 136.0]], [[141.0, 136.0], [141.0, 91.0]]]"
1280.json,"[[[92.0, 135.0], [150.0, 135.0]], [[150.0, 153.0], [150.0, 203.0]]]"
2855.json,[]
3747.json,"[[[159.0, 78.5], [76.0, 78.5]], [[76.0, 78.5], [76.0, 143.0]], [[138.0, 209.0], [138.0, 137.5]]]"
4082.json,"[[[129.0, 132.5], [129.0, 192.0]]]"
4128.json,"[[[156.0, 107.0], [107.0, 107.0]], [[112.0, 150.0], [112.0, 194.0]]]"
3317.json,"[[[150.0, 60.0], [100.0, 60.0]]]"
935.json,"[[[101.0, 169.0], [101.0, 113.0]]]"
1900.json,[]
2785.json,"[[[142.0, 114.0], [85.0, 114.0]]]"
3897.json,"[[[125.5, 146.5], [125.5, 195.0]], [[185.0, 195.0], [185.0, 140.0]], [[185.0, 116.0], [185.0, 61.0]]]"
4201.json,"[[[62.0, 73.0], [62.0, 126.0]], [[62.0, 150.0], [62.0, 203.0]]]"
1003.json,"[[[107.0, 181.0], [107.0, 131.0]]]"
3194.json,"[[[75.0, 79.0], [75.0, 122.0]], [[75.0, 146.0], [75.0, 190.0]]]"
4651.json,[]
466.json,[]
1453.json,"[[[184.0, 76.0], [126.5, 76.0]]]"
489.json,[]
1146.json,"[[[153.0, 56.0], [108.0, 56.0]]]"
4344.json,"[[[123.0, 139.5], [123.0, 208.0]]]"
3481.json,"[[[108.0, 151.0], [108.0, 195.0]]]"
173.json,"[[[70.0, 184.0], [117.0, 184.0]], [[197.0, 123.5], [70.0, 123.5]]]"
1516.json,"[[[126.0, 132.0], [180.0, 132.0]]]"
4714.json,[]
523.json,"[[[119.0, 151.0], [167.0, 151.0]], [[207.0, 122.0], [154.0, 122.0]]]"
1845.json,"[[[129.0, 191.0], [129.0, 135.5]]]"
3878.json,"[[[162.0, 230.0], [162.0, 187.0]], [[135.0, 109.0], [135.0, 62.0]], [[99.0, 142.5], [99.0, 230.0]]]"
2290.json,"[[[136.0, 132.0], [136.0, 191.0]], [[204.0, 191.0], [204.0, 129.0]], [[204.0, 105.0], [204.0, 44.0]]]"
870.json,"[[[146.0, 144.5], [146.0, 66.0]]]"
4850.json,"[[[132.0, 211.0], [132.0, 163.0]], [[109.0, 70.0], [109.0, 124.0]]]"
2087.json,"[[[146.0, 149.0], [189.5, 149.0]], [[205.0, 80.0], [156.5, 80.0]]]"
4503.json,"[[[105.0, 123.0], [105.0, 202.0]], [[159.0, 202.0], [159.0, 143.0]]]"
734.json,"[[[62.0, 46.0], [62.0, 91.0]], [[62.0, 115.0], [62.0, 160.0]]]"
1701.json,"[[[155.0, 100.0], [155.0, 57.0]]]"
2984.json,[]
4153.json,"[[[154.5, 107.5], [102.0, 107.5]], [[179.0, 203.0], [179.0, 157.0]], [[179.0, 133.0], [179.0, 67.0]], [[122.0, 148.5], [122.0, 203.0]]]"
3696.json,"[[[154.0, 159.0], [154.0, 107.0]]]"
364.json,"[[[204.0, 69.5], [140.0, 69.5]], [[140.0, 180.0], [184.0, 180.0]], [[204.0, 126.0], [204.0, 69.5]], [[140.0, 69.5], [140.0, 123.0]]]"
1351.json,"[[[181.0, 143.0], [181.0, 100.0]], [[121.0, 147.0], [121.0, 190.0]]]"
3679.json,"[[[138.5, 197.0], [138.5, 151.0]]]"
1644.json,"[[[117.0, 57.0], [117.0, 110.5]], [[103.0, 161.0], [103.0, 204.0]]]"
3383.json,"[[[154.0, 121.0], [108.0, 121.0]]]"
4446.json,[]
671.json,"[[[111.0, 135.5], [111.0, 212.0]]]"
3229.json,"[[[124.0, 140.5], [124.0, 202.0]]]"
1214.json,"[[[108.0, 76.0], [62.0, 76.0]]]"
4016.json,"[[[122.0, 141.0], [122.0, 191.0]]]"
221.json,"[[[175.0, 141.0], [175.0, 96.0]]]"
2068.json,"[[[88.0, 41.0], [88.0, 90.0]]]"
2592.json,"[[[95.0, 113.0], [49.0, 113.0]], [[90.0, 136.0], [90.0, 187.0]], [[160.5, 204.0], [160.5, 92.0]]]"
2438.json,[]
4915.json,"[[[127.0, 96.5], [84.0, 96.5]], [[127.0, 52.0], [127.0, 96.5]], [[107.0, 129.5], [107.0, 184.0]]]"
3100.json,"[[[116.0, 96.0], [116.0, 140.5]], [[128.0, 140.5], [128.0, 208.0]]]"
108.json,"[[[182.0, 157.0], [182.0, 111.0]]]"
3550.json,"[[[78.0, 58.0], [78.0, 109.0]], [[78.0, 133.0], [78.0, 184.0]], [[128.0, 184.0], [128.0, 140.0]]]"
4295.json,"[[[116.0, 73.0], [72.0, 73.0]]]"
558.json,[]
1097.json,[]
2711.json,"[[[101.5, 104.5], [101.5, 168.0]], [[159.5, 168.0], [159.5, 117.5]]]"
3803.json,"[[[85.0, 110.0], [85.0, 64.0]], [[51.0, 109.0], [51.0, 159.0]]]"
50.json,"[[[71.0, 100.0], [71.0, 153.5]]]"
2341.json,"[[[176.0, 126.0], [176.0, 73.0]], [[121.0, 129.0], [121.0, 181.0]]]"
1994.json,"[[[87.0, 201.5], [146.0, 201.5]], [[146.0, 201.0], [146.0, 137.5]]]"
2654.json,"[[[100.0, 116.0], [100.0, 189.0]], [[160.0, 189.0], [160.0, 119.0]]]"
3946.json,"[[[106.0, 113.5], [106.0, 179.0]], [[168.0, 179.0], [168.0, 105.5]]]"
2204.json,[]
1582.json,"[[[127.0, 139.5], [127.0, 190.0]]]"
1078.json,"[[[166.0, 130.5], [166.0, 78.0]], [[118.5, 78.0], [118.5, 125.0]]]"
4780.json,"[[[128.0, 149.0], [176.5, 149.0]], [[191.0, 81.0], [138.0, 81.0]]]"
3045.json,"[[[192.0, 195.0], [192.0, 140.0]], [[192.0, 116.0], [192.0, 62.0]]]"
1428.json,"[[[79.0, 128.0], [79.0, 181.0]], [[134.0, 156.0], [134.0, 102.0]]]"
3415.json,"[[[111.5, 86.0], [111.5, 129.0]], [[147.0, 129.0], [147.0, 183.0]]]"
1306.json,"[[[117.0, 133.0], [117.0, 189.0]]]"
4104.json,"[[[151.0, 107.0], [195.0, 107.0]], [[155.0, 51.0], [106.0, 51.0]]]"
333.json,"[[[150.0, 140.5], [150.0, 69.0]]]"
299.json,"[[[156.0, 124.0], [156.0, 48.0]], [[103.0, 48.0], [103.0, 119.0]], [[108.0, 165.0], [108.0, 209.0]], [[159.0, 209.0], [159.0, 150.0]]]"
2879.json,"[[[68.0, 98.0], [68.0, 146.0]], [[134.0, 198.0], [134.0, 128.5]]]"
1756.json,"[[[118.0, 133.5], [183.0, 133.5]], [[118.0, 89.0], [118.0, 133.5]]]"
3291.json,"[[[132.0, 203.0], [199.0, 203.0]], [[199.0, 148.0], [124.0, 148.0]]]"
4554.json,"[[[157.0, 49.0], [101.0, 49.0]], [[141.0, 188.0], [141.0, 119.5]]]"
763.json,"[[[129.0, 178.0], [129.0, 130.0]], [[145.0, 119.0], [145.0, 73.0]]]"
polyadj_0.json,"[[[128.0, 159.5], [128.0, 207.0]], [[185.0, 207.0], [185.0, 159.0]], [[185.0, 135.0], [185.0, 87.0]]]"
4807.json,"[[[95.0, 142.0], [95.0, 191.0]]]"
2480.json,"[[[76.0, 64.0], [76.0, 117.0]], [[76.0, 141.0], [76.0, 195.0]], [[129.0, 195.0], [129.0, 138.5]]]"
4942.json,"[[[140.0, 49.0], [97.0, 49.0]]]"
2195.json,"[[[168.0, 101.0], [168.0, 32.0]], [[111.0, 32.0], [111.0, 90.5]]]"
2896.json,"[[[133.0, 182.0], [133.0, 116.0]]]"
4041.json,"[[[159.0, 66.0], [104.0, 66.0]], [[120.0, 99.0], [120.0, 165.0]], [[185.0, 165.0], [185.0, 118.0]]]"
3784.json,"[[[132.0, 151.5], [132.0, 222.0]]]"
276.json,"[[[94.0, 134.0], [94.0, 185.0]], [[158.0, 185.0], [158.0, 142.0]]]"
1243.json,"[[[74.0, 90.0], [74.0, 156.0]]]"
4411.json,"[[[163.0, 109.0], [116.0, 109.0]], [[73.0, 85.0], [73.0, 130.0]]]"
626.json,"[[[142.0, 162.0], [191.0, 162.0]], [[139.0, 58.0], [139.0, 138.0]], [[90.5, 138.0], [90.5, 199.0]], [[191.0, 162.0], [191.0, 76.0]]]"
1613.json,"[[[132.0, 213.0], [132.0, 147.5]]]"
2316.json,"[[[140.0, 203.0], [140.0, 129.5]], [[131.5, 102.0], [131.5, 48.0]]]"
2746.json,"[[[121.0, 142.5], [121.0, 204.0]]]"
1869.json,"[[[169.0, 100.0], [169.0, 49.0]], [[108.0, 49.0], [108.0, 98.0]]]"
3854.json,"[[[93.0, 77.0], [93.0, 141.0]]]"
4738.json,"[[[169.0, 154.0], [169.0, 100.0]], [[112.0, 141.5], [112.0, 215.0]]]"
3507.json,"[[[163.0, 189.0], [163.0, 128.0]]]"
4368.json,"[[[141.0, 185.0], [141.0, 141.0]], [[91.0, 92.0], [91.0, 136.0]]]"
1490.json,"[[[133.0, 197.0], [133.0, 152.0]]]"
4692.json,"[[[150.0, 118.0], [98.5, 118.0]], [[98.5, 118.0], [98.5, 72.0]]]"
3157.json,"[[[130.0, 228.0], [130.0, 151.5]], [[84.0, 107.0], [84.0, 169.0]]]"
3442.json,"[[[130.5, 176.0], [130.5, 129.5]]]"
4387.json,"[[[181.0, 106.0], [181.0, 61.0]]]"
1185.json,"[[[183.0, 76.0], [131.0, 76.0]]]"
3012.json,[]
2253.json,"[[[99.0, 171.0], [99.0, 225.0]], [[154.0, 225.0], [154.0, 141.0]], [[154.0, 109.5], [154.0, 52.0]]]"
1886.json,[]
2603.json,"[[[96.0, 150.0], [96.0, 206.0]], [[151.0, 206.0], [151.0, 140.0]]]"
3911.json,"[[[174.0, 130.0], [174.0, 74.0]]]"
919.json,[]
2496.json,"[[[161.0, 175.0], [161.0, 129.0]], [[98.0, 116.5], [98.0, 175.0]]]"
4811.json,"[[[163.0, 45.0], [99.0, 45.0]], [[99.0, 126.5], [143.0, 126.5]]]"
775.json,"[[[59.0, 188.5], [113.0, 188.5]], [[59.0, 131.0], [59.0, 188.5]], [[113.0, 188.0], [113.0, 137.0]]]"
3287.json,"[[[130.0, 183.0], [130.0, 119.5]]]"
4542.json,[]
1740.json,"[[[128.0, 101.0], [85.0, 101.0]], [[190.0, 122.0], [190.0, 76.0]], [[84.0, 132.0], [84.0, 190.0]]]"
325.json,"[[[95.0, 187.5], [156.0, 187.5]], [[186.0, 83.0], [125.0, 83.0]], [[95.0, 104.0], [95.0, 168.0]], [[156.0, 187.0], [156.0, 118.5]]]"
4112.json,"[[[161.5, 56.0], [115.0, 56.0]], [[135.0, 176.0], [135.0, 115.5]], [[161.5, 115.5], [161.5, 56.0]]]"
1310.json,"[[[146.5, 147.5], [146.5, 73.0]]]"
1605.json,"[[[82.0, 75.0], [82.0, 124.0]]]"
3638.json,[]
630.json,[]
4407.json,"[[[129.0, 185.0], [129.0, 118.0]]]"
1255.json,"[[[128.0, 76.0], [128.0, 15.0]], [[70.0, 70.0], [70.0, 126.0]]]"
